wkt_geom,fid,Height,roof_area,type,province,city,DEM高度,求和高度,经度,纬度
MultiPoint ((113.86423115733288114 22.66635028906610216)),245226,16.043192,233.493,居住用地,广东省,深圳市,50,66.043192,113.8642312,22.66635029
MultiPoint ((113.95697158732271248 22.6873107165371195)),49504,16.043592,175.254,医疗卫生用地,广东省,深圳市,57,73.043592,113.9569716,22.68731072
MultiPoint ((113.80434535176938482 22.66729895156601771)),140533,16.044292,549.979,居住用地,广东省,深圳市,-1,15.044292,113.8043454,22.66729895
MultiPoint ((113.92959707888999787 22.6890742785186994)),301062,16.044592,267.776,居住用地,广东省,深圳市,51,67.044592,113.9295971,22.68907428
MultiPoint ((113.86114136225489801 22.66104500437232971)),238332,16.045192,363.551,居住用地,广东省,深圳市,43,59.045192,113.8611414,22.661045
MultiPoint ((113.92235839985967516 22.65011551889560337)),40303,16.046092,386.451,居住用地,广东省,深圳市,43,59.046092,113.9223584,22.65011552
MultiPoint ((113.81897127879456377 22.66968986141128894)),169506,16.047492,95.915,医疗卫生用地,广东省,深圳市,12,28.047492,113.8189713,22.66968986
MultiPoint ((113.91463319951100175 22.6714093420121614)),284746,16.047592,50.696,居住用地,广东省,深圳市,45,61.047592,113.9146332,22.67140934
MultiPoint ((113.85659343165048085 22.65271510259389132)),232734,16.049092,88.323,居住用地,广东省,深圳市,46,62.049092,113.8565934,22.6527151
MultiPoint ((113.91828949883171163 22.66341107068371841)),287591,16.049492,303.628,居住用地,广东省,深圳市,54,70.049492,113.9182895,22.66341107
MultiPoint ((113.80683374523098905 22.69010335610928664)),145702,16.050992,386.411,医疗卫生用地,广东省,深圳市,0,16.050992,113.8068337,22.69010336
MultiPoint ((113.93474428956085376 22.6831647009962083)),306298,16.051492,147.586,居住用地,广东省,深圳市,46,62.051492,113.9347443,22.6831647
MultiPoint ((113.93346398908214212 22.68530448983047876)),42869,16.053392,242.653,居住用地,广东省,深圳市,60,76.053392,113.933464,22.68530449
MultiPoint ((113.81397756277867472 22.67003453926426459)),162702,16.054492,7.838,居住用地,广东省,深圳市,14,30.054492,113.8139776,22.67003454
MultiPoint ((113.85658244413791351 22.65668757633227415)),232769,16.055092,62.734,居住用地,广东省,深圳市,56,72.055092,113.8565824,22.65668758
MultiPoint ((113.92633575512958544 22.68374170916018073)),298087,16.058992,333.566,居住用地,广东省,深圳市,38,54.058992,113.9263358,22.68374171
MultiPoint ((113.80732159516109903 22.68888923855612916)),145714,16.059292,189.213,医疗卫生用地,广东省,深圳市,7,23.059292,113.8073216,22.68888924
MultiPoint ((113.91614801358531395 22.65416869383552978)),284609,16.060292,177.418,居住用地,广东省,深圳市,36,52.060292,113.916148,22.65416869
MultiPoint ((113.92080709777792435 22.68834671104100664)),290114,16.062192,102.651,居住用地,广东省,深圳市,41,57.062192,113.9208071,22.68834671
MultiPoint ((113.81090338070622181 22.66904589464707698)),157742,16.062192,26.076,医疗卫生用地,广东省,深圳市,1,17.062192,113.8109034,22.66904589
MultiPoint ((113.94796041104036988 22.67807599034101429)),315855,16.062792,209.518,居住用地,广东省,深圳市,47,63.062792,113.9479604,22.67807599
MultiPoint ((113.91004992980029442 22.66503552547192868)),280389,16.062992,2199.82,居住用地,广东省,深圳市,43,59.062992,113.9100499,22.66503553
MultiPoint ((113.92197310133424537 22.65239490124449873)),40515,16.063792,519.014,居住用地,广东省,深圳市,40,56.063792,113.9219731,22.6523949
MultiPoint ((113.81445443512396309 22.66993674515777357)),162629,16.068192,105.475,居住用地,广东省,深圳市,16,32.068192,113.8144544,22.66993675
MultiPoint ((113.82296457037455184 22.66893986648839743)),178785,16.068892,629.082,居住用地,广东省,深圳市,9,25.068892,113.8229646,22.66893987
MultiPoint ((113.8030970621884137 22.67301738467917716)),137262,16.070892,71.42,居住用地,广东省,深圳市,-4,12.070892,113.8030971,22.67301738
MultiPoint ((113.8093353920086912 22.66782752632758857)),151076,16.071092,31.225,医疗卫生用地,广东省,深圳市,-2,14.071092,113.8093354,22.66782753
MultiPoint ((113.92368980395730205 22.67242658429160329)),295327,16.073992,498.83,居住用地,广东省,深圳市,39,55.073992,113.9236898,22.67242658
MultiPoint ((113.92112411381150139 22.661232366955808)),289801,16.075192,246.201,居住用地,广东省,深圳市,65,81.075192,113.9211241,22.66123237
MultiPoint ((113.91863762299919927 22.66508016460106489)),287544,16.075292,243.988,居住用地,广东省,深圳市,50,66.075292,113.9186376,22.66508016
MultiPoint ((113.81849482846689625 22.67194355931033201)),169606,16.075392,23.529,居住用地,广东省,深圳市,21,37.075392,113.8184948,22.67194356
MultiPoint ((113.99774131953370215 22.6769720694004846)),31092,16.075992,579.61,居住用地,广东省,深圳市,75,91.075992,113.9977413,22.67697207
MultiPoint ((113.81947994330162999 22.67003160794793004)),169521,16.075992,48.564,医疗卫生用地,广东省,深圳市,14,30.075992,113.8194799,22.67003161
MultiPoint ((113.86337687651564465 22.66012982234267525)),41100,16.077392,2.247,居住用地,广东省,深圳市,47,63.077392,113.8633769,22.66012982
MultiPoint ((113.92814048850274844 22.67299605046015287)),300819,16.077792,582.859,居住用地,广东省,深圳市,43,59.077792,113.9281405,22.67299605
MultiPoint ((113.92568444666466121 22.6746218137647837)),295489,16.078592,147.518,居住用地,广东省,深圳市,47,63.078592,113.9256844,22.67462181
MultiPoint ((113.81988748078072149 22.67275091393149822)),169619,16.082492,164.9,居住用地,广东省,深圳市,13,29.082492,113.8198875,22.67275091
MultiPoint ((113.80676764920924882 22.69717093987607726)),146110,16.085692,1111.214,居住用地,广东省,深圳市,5,21.085692,113.8067676,22.69717094
MultiPoint ((113.91545649788353956 22.65444580935286112)),284622,16.086292,134.286,居住用地,广东省,深圳市,43,59.086292,113.9154565,22.65444581
MultiPoint ((113.92166919009054027 22.69892238065243362)),293115,16.091492,268.745,居住用地,广东省,深圳市,52,68.091492,113.9216692,22.69892238
MultiPoint ((113.86342291231277102 22.65980358324261346)),241455,16.092392,180.231,居住用地,广东省,深圳市,41,57.092392,113.8634229,22.65980358
MultiPoint ((113.80066449557558883 22.67856765279281817)),134383,16.092592,300.795,居住用地,广东省,深圳市,-1,15.092592,113.8006645,22.67856765
MultiPoint ((113.99705792996356024 22.6791049600372645)),33014,16.094192,2.247,居住用地,广东省,深圳市,75,91.094192,113.9970579,22.67910496
MultiPoint ((113.93550246975975426 22.6897070724480372)),308786,16.094692,122.704,居住用地,广东省,深圳市,55,71.094692,113.9355025,22.68970707
MultiPoint ((113.91584810149508655 22.65430745597080175)),284624,16.095992,175.627,居住用地,广东省,深圳市,38,54.095992,113.9158481,22.65430746
MultiPoint ((113.82112170129725826 22.66635777755368153)),173880,16.097592,29.904,居住用地,广东省,深圳市,11,27.097592,113.8211217,22.66635778
MultiPoint ((113.86022118629594502 22.65927821415208143)),238270,16.097792,20.464,居住用地,广东省,深圳市,48,64.097792,113.8602212,22.65927821
MultiPoint ((113.80466982479626381 22.69842999356417934)),141357,16.102392,50.666,居住用地,广东省,深圳市,5,21.102392,113.8046698,22.69842999
MultiPoint ((113.83840184613377744 22.69364577175664266)),205104,16.102892,12.393,医疗卫生用地,广东省,深圳市,11,27.102892,113.8384018,22.69364577
MultiPoint ((113.81443440906488718 22.69164815234863397)),162909,16.104092,44.435,居住用地,广东省,深圳市,0,16.104092,113.8144344,22.69164815
MultiPoint ((113.9355126572825867 22.6857725356386446)),308541,16.104392,118.382,居住用地,广东省,深圳市,50,66.104392,113.9355127,22.68577254
MultiPoint ((113.99627488787913876 22.66670397344786991)),53021,16.107692,157.245,居住用地,广东省,深圳市,70,86.107692,113.9962749,22.66670397
MultiPoint ((113.85969210784490713 22.65670368714791749)),238230,16.108192,2242.562,居住用地,广东省,深圳市,49,65.108192,113.8596921,22.65670369
MultiPoint ((113.85852328078559026 22.65363431592296095)),235191,16.110292,343.866,居住用地,广东省,深圳市,37,53.110292,113.8585233,22.65363432
MultiPoint ((113.8176540888061794 22.66033158114051105)),169178,16.113092,64.817,居住用地,广东省,深圳市,3,19.113092,113.8176541,22.66033158
MultiPoint ((113.86110161460786117 22.66586433587283622)),238415,16.116992,97.787,居住用地,广东省,深圳市,59,75.116992,113.8611016,22.66586434
MultiPoint ((113.93746599770086902 22.68730896709391232)),310322,16.121792,164.041,居住用地,广东省,深圳市,48,64.121792,113.937466,22.68730897
MultiPoint ((113.91667716487314976 22.67482733869185196)),287503,16.123392,145.69,居住用地,广东省,深圳市,42,58.123392,113.9166772,22.67482734
MultiPoint ((113.91699177846457758 22.65300095704382599)),287190,16.127492,156.036,居住用地,广东省,深圳市,40,56.127492,113.9169918,22.65300096
MultiPoint ((113.81275543299423703 22.66889941002261111)),157733,16.128392,77.507,医疗卫生用地,广东省,深圳市,15,31.128392,113.8127554,22.66889941
MultiPoint ((113.85691306977025761 22.65358452540249345)),232738,16.129192,2364.601,居住用地,广东省,深圳市,39,55.129192,113.8569131,22.65358453
MultiPoint ((113.9267828598523522 22.67341957609087899)),297949,16.131492,146.409,居住用地,广东省,深圳市,45,61.131492,113.9267829,22.67341958
MultiPoint ((113.93515885078342365 22.68334288129656429)),308183,16.133392,103.26,居住用地,广东省,深圳市,51,67.133392,113.9351589,22.68334288
MultiPoint ((113.81378337039569715 22.67108205646925612)),162661,16.133992,27.741,医疗卫生用地,广东省,深圳市,13,29.133992,113.8137834,22.67108206
MultiPoint ((113.94450836314945263 22.67748154705504504)),314191,16.136792,180.235,居住用地,广东省,深圳市,42,58.136792,113.9445084,22.67748155
MultiPoint ((113.93566655415963851 22.68886612195636587)),55509,16.136892,2.128,居住用地,广东省,深圳市,51,67.136892,113.9356666,22.68886612
MultiPoint ((113.93407487714118531 22.68173938928522659)),306184,16.137492,43.328,居住用地,广东省,深圳市,43,59.137492,113.9340749,22.68173939
MultiPoint ((113.94172636862835191 22.6728600149496593)),311185,16.142892,185.062,居住用地,广东省,深圳市,48,64.142892,113.9417264,22.67286001
MultiPoint ((113.92560188279306033 22.675398266029827)),295497,16.143792,124.614,居住用地,广东省,深圳市,37,53.143792,113.9256019,22.67539827
MultiPoint ((113.81904491868135665 22.67100484241338165)),169543,16.145692,84.525,居住用地,广东省,深圳市,8,24.145692,113.8190449,22.67100484
MultiPoint ((113.92867155001569301 22.69888950847576581)),84709,16.146092,494.293,居住用地,广东省,深圳市,68,84.146092,113.9286716,22.69888951
MultiPoint ((113.86330691872592524 22.66676159853006922)),241769,16.149292,172.894,居住用地,广东省,深圳市,58,74.149292,113.8633069,22.6667616
MultiPoint ((113.86145467732846726 22.6612831194389166)),238340,16.150192,33.347,居住用地,广东省,深圳市,50,66.150192,113.8614547,22.66128312
MultiPoint ((113.94432505490721041 22.67953512649151548)),314396,16.150892,147.278,居住用地,广东省,深圳市,44,60.150892,113.9443251,22.67953513
MultiPoint ((113.81576417176300708 22.66984958947205442)),166432,16.154592,61.349,居住用地,广东省,深圳市,17,33.154592,113.8157642,22.66984959
MultiPoint ((113.86273207458684453 22.65474638380413452)),241246,16.156292,128.762,居住用地,广东省,深圳市,26,42.156292,113.8627321,22.65474638
MultiPoint ((113.93489517470403882 22.68651757514932399)),306704,16.156792,26.017,居住用地,广东省,深圳市,50,66.156792,113.9348952,22.68651758
MultiPoint ((113.93409413546622488 22.68497861901816037)),306587,16.157892,150.674,居住用地,广东省,深圳市,46,62.157892,113.9340941,22.68497862
MultiPoint ((113.93590879021128615 22.68659659627607184)),308675,16.161292,113.059,医疗卫生用地,广东省,深圳市,49,65.161292,113.9359088,22.6865966
MultiPoint ((113.86063966815483184 22.65450408031397345)),238175,16.162092,51.151,居住用地,广东省,深圳市,35,51.162092,113.8606397,22.65450408
MultiPoint ((113.86561373289596588 22.6666506156414016)),245198,16.162492,196.498,居住用地,广东省,深圳市,53,69.162492,113.8656137,22.66665062
MultiPoint ((113.94371212799613602 22.67901406982773693)),312760,16.163792,152.514,居住用地,广东省,深圳市,51,67.163792,113.9437121,22.67901407
MultiPoint ((113.83878830899575973 22.69330996601352624)),205089,16.164292,12.662,医疗卫生用地,广东省,深圳市,15,31.164292,113.8387883,22.69330997
MultiPoint ((113.92482332783355048 22.68356648796819286)),295524,16.164592,143.92,居住用地,广东省,深圳市,41,57.164592,113.9248233,22.68356649
MultiPoint ((113.93596504200203867 22.68525221337131725)),308572,16.166492,21.309,医疗卫生用地,广东省,深圳市,47,63.166492,113.935965,22.68525221
MultiPoint ((113.8134067126928386 22.66884090403345553)),162438,16.167592,92.082,医疗卫生用地,广东省,深圳市,16,32.167592,113.8134067,22.6688409
MultiPoint ((113.81016292326420114 22.66811997476500196)),151136,16.174892,11.243,医疗卫生用地,广东省,深圳市,0,16.174892,113.8101629,22.66811997
MultiPoint ((113.94472502587917973 22.68072043371781987)),314478,16.175792,365.78,医疗卫生用地,广东省,深圳市,52,68.175792,113.944725,22.68072043
MultiPoint ((113.93433250762524267 22.68217885785456644)),35986,16.176592,80.887,居住用地,广东省,深圳市,46,62.176592,113.9343325,22.68217886
MultiPoint ((113.86294370622614736 22.66093833289926351)),241516,16.176592,181.802,居住用地,广东省,深圳市,51,67.176592,113.8629437,22.66093833
MultiPoint ((113.86022865531546699 22.65588511116060388)),238210,16.177492,90.23,居住用地,广东省,深圳市,40,56.177492,113.8602287,22.65588511
MultiPoint ((113.92751925743733921 22.67371074119022012)),297976,16.179592,1550.285,居住用地,广东省,深圳市,39,55.179592,113.9275193,22.67371074
MultiPoint ((113.85658231001626461 22.65289484613100157)),232727,16.180192,29.79,居住用地,广东省,深圳市,43,59.180192,113.8565823,22.65289485
MultiPoint ((113.92303335729296521 22.67288934331584116)),292795,16.181792,481.514,居住用地,广东省,深圳市,41,57.181792,113.9230334,22.67288934
MultiPoint ((113.94443203329005598 22.67955188391135124)),314385,16.182892,147.77,居住用地,广东省,深圳市,43,59.182892,113.944432,22.67955188
MultiPoint ((113.82229908812276165 22.66841325071549562)),178762,16.186392,89.695,居住用地,广东省,深圳市,13,29.186392,113.8222991,22.66841325
MultiPoint ((113.86353690281758588 22.66728788201479361)),241755,16.186792,163.924,居住用地,广东省,深圳市,53,69.186792,113.8635369,22.66728788
MultiPoint ((113.9414651145616233 22.67531010768312072)),311230,16.187392,366.913,居住用地,广东省,深圳市,47,63.187392,113.9414651,22.67531011
MultiPoint ((113.80742483700930734 22.69227583224018829)),145941,16.188992,63.744,居住用地,广东省,深圳市,5,21.188992,113.8074248,22.69227583
MultiPoint ((113.91640762315621771 22.67268385654907092)),284747,16.189192,30.396,居住用地,广东省,深圳市,48,64.189192,113.9164076,22.67268386
MultiPoint ((113.92397019045621676 22.6852261979334564)),295627,16.189592,203.643,居住用地,广东省,深圳市,49,65.189592,113.9239702,22.6852262
