wkt_geom,fid,Height,roof_area,type,province,city,DEM高度,求和高度,经度,纬度
MultiPoint ((113.86101040485431213 22.66308961779216347)),238395,7.026192,295.3,居住用地,广东省,深圳市,50,57.026192,113.8610104,22.66308962
MultiPoint ((113.94646510730269995 22.67723039244894423)),315761,7.028592,15.194,居住用地,广东省,深圳市,45,52.028592,113.9464651,22.67723039
MultiPoint ((113.91601698708943502 22.65936117679392936)),284727,7.028792,170.825,居住用地,广东省,深圳市,46,53.028792,113.916017,22.65936118
MultiPoint ((113.81670041245263292 22.66829614167169993)),166195,7.034192,44.913,居住用地,广东省,深圳市,5,12.034192,113.8167004,22.66829614
MultiPoint ((113.93425216185356419 22.68463545121834457)),306509,7.035992,104.89,居住用地,广东省,深圳市,44,51.035992,113.9342522,22.68463545
MultiPoint ((113.81432379439564784 22.66607918858482407)),162274,7.038392,74.259,居住用地,广东省,深圳市,4,11.038392,113.8143238,22.66607919
MultiPoint ((113.9196522816960595 22.66370049166445)),289871,7.039192,174.322,居住用地,广东省,深圳市,55,62.039192,113.9196523,22.66370049
MultiPoint ((113.814751819493722 22.66661198868890281)),162181,7.041092,116.345,居住用地,广东省,深圳市,7,14.041092,113.8147518,22.66661199
MultiPoint ((113.94359081809990641 22.67443704583086017)),312581,7.041292,28.377,居住用地,广东省,深圳市,56,63.041292,113.9435908,22.67443705
MultiPoint ((113.81479815655289656 22.66635494410291329)),162301,7.042292,73.552,居住用地,广东省,深圳市,7,14.042292,113.8147982,22.66635494
MultiPoint ((113.87616508116639125 22.66776028242024665)),254094,7.045392,436.692,居住用地,广东省,深圳市,51,58.045392,113.8761651,22.66776028
MultiPoint ((113.81376734576460308 22.66619005351881455)),162334,7.048892,67.25,居住用地,广东省,深圳市,1,8.048892,113.8137673,22.66619005
MultiPoint ((113.94025233467426972 22.67683455248237578)),311282,7.049992,119.608,居住用地,广东省,深圳市,46,53.049992,113.9402523,22.67683455
MultiPoint ((113.94016617431309157 22.67658702547624827)),311262,7.055292,181.366,居住用地,广东省,深圳市,45,52.055292,113.9401662,22.67658703
MultiPoint ((113.86848307941120595 22.66324765872381874)),249189,7.058592,124.14,居住用地,广东省,深圳市,51,58.058592,113.8684831,22.66324766
MultiPoint ((113.97634323448390603 22.69338709862011072)),77272,7.059192,128.052,居住用地,广东省,深圳市,84,91.059192,113.9763432,22.6933871
MultiPoint ((113.81127774265360131 22.66970581864345036)),158075,7.059692,41.951,医疗卫生用地,广东省,深圳市,3,10.059692,113.8112777,22.66970582
MultiPoint ((113.81663572396982431 22.66734708777526208)),166380,7.061092,82.668,居住用地,广东省,深圳市,4,11.061092,113.8166357,22.66734709
MultiPoint ((113.8151564660563082 22.66728194269159857)),162552,7.061492,148.905,居住用地,广东省,深圳市,-2,5.061492,113.8151565,22.66728194
MultiPoint ((113.93495025473519888 22.68626466222449878)),308405,7.067792,44.624,居住用地,广东省,深圳市,49,56.067792,113.9349503,22.68626466
MultiPoint ((113.92577800621425865 22.68382059133685758)),298105,7.074192,26.257,居住用地,广东省,深圳市,43,50.074192,113.925778,22.68382059
MultiPoint ((113.92939157490489777 22.65282896256704603)),300548,7.074892,139.921,居住用地,广东省,深圳市,42,49.074892,113.9293916,22.65282896
MultiPoint ((113.81643400376742647 22.66860577917724839)),166160,7.077192,11.182,居住用地,广东省,深圳市,5,12.077192,113.816434,22.66860578
MultiPoint ((113.81563244741066399 22.66836200008584967)),166188,7.077692,63.227,居住用地,广东省,深圳市,1,8.077692,113.8156324,22.668362
MultiPoint ((113.86566743465633067 22.66707069616342096)),245425,7.077692,85.501,居住用地,广东省,深圳市,48,55.077692,113.8656674,22.6670707
MultiPoint ((113.82469867984028156 22.675776977122581)),182711,7.077992,89.934,居住用地,广东省,深圳市,7,14.077992,113.8246987,22.67577698
MultiPoint ((113.92508384002941568 22.6827027412922213)),295526,7.078492,126.094,居住用地,广东省,深圳市,38,45.078492,113.9250838,22.68270274
MultiPoint ((113.80376500415060548 22.69442400682480354)),137627,7.078592,941.829,居住用地,广东省,深圳市,5,12.078592,113.803765,22.69442401
MultiPoint ((113.93479015468633975 22.68374730005580631)),306320,7.084392,29.27,居住用地,广东省,深圳市,49,56.084392,113.9347902,22.6837473
MultiPoint ((113.93407315390632562 22.6818826335060777)),306146,7.085692,55.675,居住用地,广东省,深圳市,45,52.085692,113.9340732,22.68188263
MultiPoint ((113.86790085054359167 22.6646131480249089)),247705,7.087492,59.407,居住用地,广东省,深圳市,50,57.087492,113.8679009,22.66461315
MultiPoint ((113.85828657015302667 22.66075119208105093)),235347,7.089092,97.077,居住用地,广东省,深圳市,70,77.089092,113.8582866,22.66075119
MultiPoint ((113.86084796165687294 22.6663262788308657)),238429,7.091792,51.396,居住用地,广东省,深圳市,71,78.091792,113.860848,22.66632628
MultiPoint ((113.81492456026589366 22.66636708650875676)),162288,7.095992,65,居住用地,广东省,深圳市,7,14.095992,113.8149246,22.66636709
MultiPoint ((113.81700260150547876 22.66725919470505701)),166377,7.096192,63.46,居住用地,广东省,深圳市,3,10.096192,113.8170026,22.66725919
MultiPoint ((113.91294684766296541 22.66618178877151024)),282295,7.101292,671.238,居住用地,广东省,深圳市,43,50.101292,113.9129468,22.66618179
MultiPoint ((113.82100586958185318 22.66894554515372917)),173946,7.101392,275.479,居住用地,广东省,深圳市,3,10.101392,113.8210059,22.66894555
MultiPoint ((113.85811872164696013 22.65254478192358079)),235198,7.101492,341.513,居住用地,广东省,深圳市,46,53.101492,113.8581187,22.65254478
MultiPoint ((113.8607004094397297 22.66206733064589329)),238376,7.103692,141.184,居住用地,广东省,深圳市,59,66.103692,113.8607004,22.66206733
MultiPoint ((113.81406230467261764 22.66620611430314014)),162373,7.103792,83.774,居住用地,广东省,深圳市,4,11.103792,113.8140623,22.66620611
MultiPoint ((113.81420279336150259 22.66604237925046661)),162176,7.104392,26.036,居住用地,广东省,深圳市,2,9.104392,113.8142028,22.66604238
MultiPoint ((113.80481540426100651 22.69170970386195663)),141111,7.106392,98.612,居住用地,广东省,深圳市,-4,3.106392,113.8048154,22.6917097
MultiPoint ((113.8011123852643891 22.6944317388412351)),134745,7.106392,161.545,居住用地,广东省,深圳市,11,18.106392,113.8011124,22.69443174
MultiPoint ((113.81382364846537314 22.6662525815327065)),162172,7.107192,71.849,居住用地,广东省,深圳市,3,10.107192,113.8138236,22.66625258
MultiPoint ((113.81497751425820297 22.66603915765878341)),162396,7.107792,41.802,居住用地,广东省,深圳市,7,14.107792,113.8149775,22.66603916
MultiPoint ((113.94766318225931911 22.66585301145979514)),34140,7.109492,56.168,居住用地,广东省,深圳市,62,69.109492,113.9476632,22.66585301
MultiPoint ((113.80500496333858962 22.69996972534755031)),141426,7.110092,107.108,居住用地,广东省,深圳市,-2,5.110092,113.805005,22.69996973
MultiPoint ((113.80251502314524714 22.69441863351568855)),137622,7.111592,424.756,居住用地,广东省,深圳市,5,12.111592,113.802515,22.69441863
MultiPoint ((113.94552385499328295 22.67915161257911194)),33240,7.112792,71.894,居住用地,广东省,深圳市,45,52.112792,113.9455239,22.67915161
MultiPoint ((113.92580465366089015 22.68389560249083203)),298099,7.114092,146.572,居住用地,广东省,深圳市,43,50.114092,113.9258047,22.6838956
MultiPoint ((113.81356512686387816 22.66674256545298505)),162087,7.114392,71.009,居住用地,广东省,深圳市,6,13.114392,113.8135651,22.66674257
MultiPoint ((113.93266406887427422 22.6820585343451846)),303899,7.114992,175.87,居住用地,广东省,深圳市,48,55.114992,113.9326641,22.68205853
MultiPoint ((113.93221372343936082 22.68507197097073558)),304019,7.117292,205.313,居住用地,广东省,深圳市,58,65.117292,113.9322137,22.68507197
MultiPoint ((113.80574011263186662 22.69181676843904327)),141185,7.120192,180.476,居住用地,广东省,深圳市,4,11.120192,113.8057401,22.69181677
MultiPoint ((113.8165196074659633 22.6687804896895706)),166239,7.121192,98.982,居住用地,广东省,深圳市,3,10.121192,113.8165196,22.66878049
MultiPoint ((113.80021229195732246 22.68854837814139103)),134595,7.122692,99.579,居住用地,广东省,深圳市,-1,6.122692,113.8002123,22.68854838
MultiPoint ((113.92170731223090741 22.67526787050092807)),292803,7.124892,79.826,居住用地,广东省,深圳市,39,46.124892,113.9217073,22.67526787
MultiPoint ((113.92315729882840003 22.66676256804738898)),292630,7.125592,48.843,居住用地,广东省,深圳市,45,52.125592,113.9231573,22.66676257
MultiPoint ((113.92818205409827215 22.69459881877703822)),301090,7.131692,274.084,居住用地,广东省,深圳市,54,61.131692,113.9281821,22.69459882
MultiPoint ((113.91512061823092949 22.65780667771345236)),284700,7.132292,63.005,居住用地,广东省,深圳市,38,45.132292,113.9151206,22.65780668
MultiPoint ((113.8167403030434599 22.66763435275911576)),166413,7.132492,44.697,居住用地,广东省,深圳市,3,10.132492,113.8167403,22.66763435
MultiPoint ((113.81681106945926274 22.66775297741393658)),166169,7.132692,99.864,居住用地,广东省,深圳市,2,9.132692,113.8168111,22.66775298
MultiPoint ((113.81391332687708484 22.6668208990754465)),162078,7.132792,97.464,居住用地,广东省,深圳市,7,14.132792,113.8139133,22.6668209
MultiPoint ((113.8632837137605236 22.66829565002095137)),241783,7.133492,47.473,居住用地,广东省,深圳市,56,63.133492,113.8632837,22.66829565
MultiPoint ((113.85897341210724676 22.66081319185104093)),235350,7.138592,154.004,居住用地,广东省,深圳市,64,71.138592,113.8589734,22.66081319
MultiPoint ((113.85785725421014547 22.66079870845982924)),235344,7.140892,186.736,居住用地,广东省,深圳市,74,81.140892,113.8578573,22.66079871
MultiPoint ((113.91263045203132265 22.67375366564625239)),282369,7.142492,43.791,居住用地,广东省,深圳市,42,49.142492,113.9126305,22.67375367
MultiPoint ((113.82019434222480925 22.66637365626147016)),173915,7.142592,469.945,居住用地,广东省,深圳市,6,13.142592,113.8201943,22.66637366
MultiPoint ((113.92819011448524691 22.65266359020773379)),40532,7.143692,89.871,居住用地,广东省,深圳市,42,49.143692,113.9281901,22.65266359
MultiPoint ((113.92885824389485094 22.69607214266203599)),301272,7.144292,564.164,居住用地,广东省,深圳市,53,60.144292,113.9288582,22.69607214
MultiPoint ((113.81389370888770429 22.66504347693973287)),162029,7.154992,80.645,居住用地,广东省,深圳市,1,8.154992,113.8138937,22.66504348
MultiPoint ((113.81786575161515884 22.67224137637727921)),169625,7.155892,133.761,居住用地,广东省,深圳市,26,33.155892,113.8178658,22.67224138
MultiPoint ((113.91463564003566944 22.67464583064915828)),284844,7.157892,26.455,居住用地,广东省,深圳市,42,49.157892,113.9146356,22.67464583
MultiPoint ((113.92393582958618481 22.65285984197040747)),295072,7.160392,551.149,居住用地,广东省,深圳市,58,65.160392,113.9239358,22.65285984
MultiPoint ((113.93200708814603672 22.68289756938424517)),303947,7.164492,155.486,居住用地,广东省,深圳市,45,52.164492,113.9320071,22.68289757
MultiPoint ((113.83394807768095802 22.67301738722866844)),195261,7.164792,146.143,居住用地,广东省,深圳市,16,23.164792,113.8339481,22.67301739
MultiPoint ((113.92918257010009597 22.68592271389389836)),300960,7.169392,97.855,居住用地,广东省,深圳市,42,49.169392,113.9291826,22.68592271
MultiPoint ((113.89951144074407807 22.66529621463994459)),22264,7.171492,224.687,居住用地,广东省,深圳市,50,57.171492,113.8995114,22.66529621
MultiPoint ((113.92489895817578827 22.68288321428320486)),295555,7.172692,60.991,居住用地,广东省,深圳市,34,41.172692,113.924899,22.68288321
MultiPoint ((113.86324577544702663 22.66811063508657398)),241774,7.174492,457.081,居住用地,广东省,深圳市,57,64.174492,113.8632458,22.66811064
MultiPoint ((113.94017623142740092 22.67532266897004689)),311244,7.176392,137.086,居住用地,广东省,深圳市,44,51.176392,113.9401762,22.67532267
MultiPoint ((113.81463498452841066 22.66634208976508802)),162282,7.176992,74.989,居住用地,广东省,深圳市,7,14.176992,113.814635,22.66634209
MultiPoint ((113.93499884356813823 22.68295937644206361)),308193,7.178492,25.507,居住用地,广东省,深圳市,47,54.178492,113.9349988,22.68295938
MultiPoint ((113.80482692004511591 22.69204966145997204)),141117,7.179192,107.009,居住用地,广东省,深圳市,1,8.179192,113.8048269,22.69204966
MultiPoint ((113.81418773269929545 22.66657906618400986)),162193,7.180392,51.407,居住用地,广东省,深圳市,6,13.180392,113.8141877,22.66657907
MultiPoint ((113.91241851681290598 22.67244507060486924)),282349,7.183592,44.303,居住用地,广东省,深圳市,45,52.183592,113.9124185,22.67244507
MultiPoint ((113.80147184210372302 22.69268499650827309)),134696,7.186792,211.479,居住用地,广东省,深圳市,1,8.186792,113.8014718,22.692685
MultiPoint ((113.80770528137273345 22.69095621751544911)),145967,7.187192,82.776,医疗卫生用地,广东省,深圳市,4,11.187192,113.8077053,22.69095622
MultiPoint ((113.81134416881864979 22.66773462781350901)),157861,7.192092,52.515,医疗卫生用地,广东省,深圳市,3,10.192092,113.8113442,22.66773463
MultiPoint ((113.91254611251974893 22.67317848182892348)),282358,7.195392,199.368,居住用地,广东省,深圳市,46,53.195392,113.9125461,22.67317848
MultiPoint ((113.81507711713732078 22.66799696922871021)),162502,7.198592,34.837,居住用地,广东省,深圳市,-1,6.198592,113.8150771,22.66799697
MultiPoint ((113.92250071436464509 22.68664541997944895)),292956,7.200792,469.318,居住用地,广东省,深圳市,47,54.200792,113.9225007,22.68664542
MultiPoint ((113.81313740761034126 22.66619578791574696)),162234,7.204392,93.113,居住用地,广东省,深圳市,-4,3.204392,113.8131374,22.66619579
MultiPoint ((113.86570324686543643 22.66491786483566884)),10815,7.204492,71.904,居住用地,广东省,深圳市,51,58.204492,113.8657032,22.66491786
MultiPoint ((113.81480300280982476 22.66616743320940586)),162179,7.207392,42.972,居住用地,广东省,深圳市,8,15.207392,113.814803,22.66616743
MultiPoint ((113.93169408963306921 22.68682578452116161)),304083,7.207392,48.269,居住用地,广东省,深圳市,55,62.207392,113.9316941,22.68682578
MultiPoint ((113.85590506064156102 22.65507271932412792)),232749,7.209092,726.814,居住用地,广东省,深圳市,60,67.209092,113.8559051,22.65507272
MultiPoint ((113.85853819889128147 22.65255093732639224)),235162,7.215392,323.305,居住用地,广东省,深圳市,42,49.215392,113.8585382,22.65255094
MultiPoint ((113.92249762769999677 22.68634324251419798)),292943,7.222292,19.798,居住用地,广东省,深圳市,48,55.222292,113.9224976,22.68634324
MultiPoint ((113.80702886352305825 22.68510446421807458)),145568,7.222592,233.256,居住用地,广东省,深圳市,2,9.222592,113.8070289,22.68510446
MultiPoint ((113.99748523690905699 22.67598396250407689)),23026,7.222792,107.83,居住用地,广东省,深圳市,84,91.222792,113.9974852,22.67598396
MultiPoint ((113.80116002773858952 22.69223444437943371)),134702,7.224392,1396.075,居住用地,广东省,深圳市,-2,5.224392,113.80116,22.69223444
MultiPoint ((113.94708541236248323 22.67790967170665795)),315905,7.225092,13.7,居住用地,广东省,深圳市,47,54.225092,113.9470854,22.67790967
MultiPoint ((113.81681033835613448 22.66747195021817873)),166343,7.225592,59.877,居住用地,广东省,深圳市,4,11.225592,113.8168103,22.66747195
MultiPoint ((113.92443461634029234 22.66228995125310064)),295137,7.225892,59.974,居住用地,广东省,深圳市,52,59.225892,113.9244346,22.66228995
MultiPoint ((113.81324171813817259 22.66645704999193711)),162156,7.226192,46.377,居住用地,广东省,深圳市,-2,5.226192,113.8132417,22.66645705
MultiPoint ((113.92172642527827975 22.67562124597622031)),292840,7.226192,72.407,居住用地,广东省,深圳市,38,45.226192,113.9217264,22.67562125
MultiPoint ((113.81473033213941903 22.66576914287795219)),162332,7.227592,67.773,居住用地,广东省,深圳市,6,13.227592,113.8147303,22.66576914
MultiPoint ((113.93797378329827552 22.68879528116859134)),310386,7.227792,294.746,居住用地,广东省,深圳市,48,55.227792,113.9379738,22.68879528
MultiPoint ((113.93047825311188603 22.68822913064811075)),304100,7.231592,288.241,居住用地,广东省,深圳市,52,59.231592,113.9304783,22.68822913
MultiPoint ((113.8636654883336945 22.66489979567382562)),241681,7.234692,137.634,居住用地,广东省,深圳市,51,58.234692,113.8636655,22.6648998
MultiPoint ((113.92090018798745632 22.67101893672824886)),1512,7.234792,22.468,居住用地,广东省,深圳市,43,50.234792,113.9209002,22.67101894
MultiPoint ((113.82014620765394852 22.66543038164792989)),173922,7.238492,617.646,居住用地,广东省,深圳市,5,12.238492,113.8201462,22.66543038
MultiPoint ((113.80002941417643569 22.67580878474511152)),134345,7.238792,39.284,居住用地,广东省,深圳市,-4,3.238792,113.8000294,22.67580878
MultiPoint ((113.9260473539703753 22.69203306304163092)),298351,7.239892,113.294,居住用地,广东省,深圳市,60,67.239892,113.9260474,22.69203306
MultiPoint ((113.80729750665278743 22.69163206835942859)),71494,7.240492,58.427,居住用地,广东省,深圳市,4,11.240492,113.8072975,22.69163207
MultiPoint ((113.81615657245285433 22.667588127955419)),166402,7.241792,86.334,居住用地,广东省,深圳市,-2,5.241792,113.8161566,22.66758813
MultiPoint ((113.91586587799410779 22.65887724379113877)),284726,7.242292,29.767,居住用地,广东省,深圳市,38,45.242292,113.9158659,22.65887724
MultiPoint ((113.93762119166420632 22.68884985049698244)),55511,7.242592,114.585,居住用地,广东省,深圳市,49,56.242592,113.9376212,22.68884985
MultiPoint ((113.93463799318723773 22.68588481241796373)),306542,7.243792,53.009,居住用地,广东省,深圳市,48,55.243792,113.934638,22.68588481
MultiPoint ((113.92354001813031061 22.69650488959328882)),293108,7.244192,1108.249,居住用地,广东省,深圳市,49,56.244192,113.92354,22.69650489
MultiPoint ((113.85871275666372071 22.66110017330450432)),235335,7.244792,495.373,居住用地,广东省,深圳市,65,72.244792,113.8587128,22.66110017
MultiPoint ((113.8015631055340009 22.6914193430678921)),134691,7.244892,118.978,居住用地,广东省,深圳市,-3,4.244892,113.8015631,22.69141934
MultiPoint ((113.81572717080968005 22.66865683154714262)),166346,7.247192,85.646,居住用地,广东省,深圳市,5,12.247192,113.8157272,22.66865683
MultiPoint ((113.8170533439823231 22.66754879165668157)),166303,7.247792,42.106,居住用地,广东省,深圳市,3,10.247792,113.8170533,22.66754879
MultiPoint ((113.92175738965350718 22.67572514677128837)),292877,7.250292,73.202,居住用地,广东省,深圳市,38,45.250292,113.9217574,22.67572515
MultiPoint ((113.81555255253324788 22.66857918894034896)),166155,7.251192,86.94,居住用地,广东省,深圳市,3,10.251192,113.8155526,22.66857919
MultiPoint ((113.92655073478074712 22.68273384495420686)),298055,7.251892,19.277,居住用地,广东省,深圳市,45,52.251892,113.9265507,22.68273384
MultiPoint ((113.81483826245245439 22.66571983897897979)),162200,7.251992,57.554,居住用地,广东省,深圳市,5,12.251992,113.8148383,22.66571984
MultiPoint ((113.91239331828360548 22.67352647008549127)),282386,7.254392,158.252,居住用地,广东省,深圳市,43,50.254392,113.9123933,22.67352647
MultiPoint ((113.81364393465906915 22.66673035684872772)),162113,7.254892,121.912,居住用地,广东省,深圳市,6,13.254892,113.8136439,22.66673036
MultiPoint ((113.91282096734728668 22.66639386989800187)),282292,7.256392,262.575,居住用地,广东省,深圳市,45,52.256392,113.912821,22.66639387
MultiPoint ((113.93327271648837495 22.68870658485677083)),306717,7.258892,70.594,居住用地,广东省,深圳市,53,60.258892,113.9332727,22.68870658
MultiPoint ((113.92033901437213217 22.68794924492488718)),290048,7.261792,247.599,居住用地,广东省,深圳市,41,48.261792,113.920339,22.68794924
MultiPoint ((113.94632836678810861 22.6769624458379262)),314302,7.264992,44.115,居住用地,广东省,深圳市,48,55.264992,113.9463284,22.67696245
MultiPoint ((113.80221414476994823 22.69160827446778583)),137593,7.265292,148.256,居住用地,广东省,深圳市,-4,3.265292,113.8022141,22.69160827
MultiPoint ((113.93443083098152613 22.68507832864132112)),306528,7.267092,208.989,居住用地,广东省,深圳市,45,52.267092,113.9344308,22.68507833
MultiPoint ((113.92827165573018533 22.69538398965224246)),301268,7.267292,2607.556,居住用地,广东省,深圳市,59,66.267292,113.9282717,22.69538399
MultiPoint ((113.8072654412087843 22.69041911344028861)),145807,7.269392,92.505,医疗卫生用地,广东省,深圳市,4,11.269392,113.8072654,22.69041911
MultiPoint ((113.94227720867017695 22.67682077906779625)),312715,7.274392,99.463,居住用地,广东省,深圳市,43,50.274392,113.9422772,22.67682078
MultiPoint ((113.81362093448638007 22.66628625383847506)),162268,7.274692,93.793,居住用地,广东省,深圳市,-1,6.274692,113.8136209,22.66628625
MultiPoint ((113.92351195307988121 22.65164455396839216)),295062,7.275592,177.044,居住用地,广东省,深圳市,46,53.275592,113.923512,22.65164455
MultiPoint ((113.80334097804120574 22.6928494484943819)),137582,7.276592,1301.636,居住用地,广东省,深圳市,-5,2.276592,113.803341,22.69284945
MultiPoint ((113.81440779638661809 22.66767992199094905)),162426,7.278392,52.864,居住用地,广东省,深圳市,4,11.278392,113.8144078,22.66767992
MultiPoint ((113.81508614610679331 22.67570664097826949)),162721,7.278592,192.172,居住用地,广东省,深圳市,33,40.278592,113.8150861,22.67570664
MultiPoint ((113.93225005966048968 22.68720105754789884)),304106,7.279592,628.888,居住用地,广东省,深圳市,56,63.279592,113.9322501,22.68720106
MultiPoint ((113.95569419174287873 22.68689750435508401)),320191,7.279792,204.814,居住用地,广东省,深圳市,50,57.279792,113.9556942,22.6868975
MultiPoint ((113.81518720624801233 22.66592109737214145)),162211,7.280592,105.142,居住用地,广东省,深圳市,6,13.280592,113.8151872,22.6659211
MultiPoint ((113.85806811415342565 22.6603837844147229)),235359,7.283592,33.723,居住用地,广东省,深圳市,70,77.283592,113.8580681,22.66038378
MultiPoint ((113.81676445398802855 22.66735138864462229)),166147,7.286592,44.47,居住用地,广东省,深圳市,4,11.286592,113.8167645,22.66735139
MultiPoint ((113.81683103055445372 22.66822092443089787)),166184,7.288192,66.122,居住用地,广东省,深圳市,4,11.288192,113.816831,22.66822092
MultiPoint ((113.92047583380421827 22.66738004876324553)),289911,7.291592,854.456,居住用地,广东省,深圳市,55,62.291592,113.9204758,22.66738005
MultiPoint ((113.87473588507448596 22.66745289210588155)),252112,7.292392,1494.428,居住用地,广东省,深圳市,51,58.292392,113.8747359,22.66745289
MultiPoint ((113.929509792121749 22.65279138871203557)),300549,7.293492,140.034,居住用地,广东省,深圳市,41,48.293492,113.9295098,22.65279139
MultiPoint ((113.80464092019417421 22.69236565943844042)),141171,7.297192,89.098,居住用地,广东省,深圳市,3,10.297192,113.8046409,22.69236566
MultiPoint ((113.81517202535033562 22.66915456908001048)),162541,7.299292,211.789,居住用地,广东省,深圳市,13,20.299292,113.815172,22.66915457
MultiPoint ((113.80416157644344821 22.66687879526996952)),140412,7.308592,43.888,居住用地,广东省,深圳市,0,7.308592,113.8041616,22.6668788
MultiPoint ((113.9180907334263253 22.66314923664431902)),287631,7.309692,28.638,居住用地,广东省,深圳市,59,66.309692,113.9180907,22.66314924
MultiPoint ((113.8602812473320256 22.66410241282052951)),238405,7.311992,55.496,居住用地,广东省,深圳市,54,61.311992,113.8602812,22.66410241
MultiPoint ((113.9289954399579301 22.65225480273795711)),40487,7.313892,58.416,居住用地,广东省,深圳市,39,46.313892,113.9289954,22.6522548
MultiPoint ((113.86148260200849336 22.66238824712546318)),238398,7.315392,77.802,居住用地,广东省,深圳市,51,58.315392,113.8614826,22.66238825
MultiPoint ((113.80037093140580851 22.68840818815956339)),134670,7.318192,27.66,居住用地,广东省,深圳市,1,8.318192,113.8003709,22.68840819
MultiPoint ((113.9207353479797149 22.68827037500041754)),290041,7.321492,32.675,居住用地,广东省,深圳市,41,48.321492,113.9207353,22.68827038
MultiPoint ((113.81675410962346007 22.66924398034358035)),166167,7.323992,78.422,居住用地,广东省,深圳市,1,8.323992,113.8167541,22.66924398
MultiPoint ((113.94032211773135543 22.67634226507560413)),311259,7.331892,120.297,居住用地,广东省,深圳市,42,49.331892,113.9403221,22.67634227
MultiPoint ((113.82152582379038108 22.66844730571769873)),173951,7.334892,51.927,居住用地,广东省,深圳市,6,13.334892,113.8215258,22.66844731
MultiPoint ((113.81449776851439992 22.66584274764748841)),162266,7.335292,62.465,居住用地,广东省,深圳市,3,10.335292,113.8144978,22.66584275
MultiPoint ((113.82028547929661499 22.66606039646068993)),173897,7.337192,274.522,居住用地,广东省,深圳市,4,11.337192,113.8202855,22.6660604
MultiPoint ((113.94215261448557897 22.6756978422546247)),312542,7.337292,60.359,居住用地,广东省,深圳市,44,51.337292,113.9421526,22.67569784
MultiPoint ((113.9323486515074535 22.68712575051476676)),304058,7.338592,1341.225,居住用地,广东省,深圳市,57,64.338592,113.9323487,22.68712575
MultiPoint ((113.81611905663400819 22.66803806543994071)),166217,7.340092,67.38,居住用地,广东省,深圳市,1,8.340092,113.8161191,22.66803807
MultiPoint ((113.81494465035986252 22.66829037739766761)),162583,7.341792,131.372,居住用地,广东省,深圳市,2,9.341792,113.8149447,22.66829038
MultiPoint ((113.91292178925515088 22.66355757659464132)),41510,7.346392,89.864,居住用地,广东省,深圳市,38,45.346392,113.9129218,22.66355758
MultiPoint ((113.81362264773548532 22.66685633945669309)),162085,7.348692,54.936,居住用地,广东省,深圳市,6,13.348692,113.8136226,22.66685634
MultiPoint ((113.93500695699253811 22.68589126920265286)),308555,7.351692,97.008,居住用地,广东省,深圳市,50,57.351692,113.935007,22.68589127
MultiPoint ((113.81404566855196947 22.66688255540564612)),162126,7.352692,138.04,居住用地,广东省,深圳市,8,15.352692,113.8140457,22.66688256
MultiPoint ((113.81208303214015132 22.66485951120875697)),157442,7.356192,94.08,居住用地,广东省,深圳市,0,7.356192,113.812083,22.66485951
MultiPoint ((113.82152798869449839 22.66854479480920403)),173981,7.358392,144.537,居住用地,广东省,深圳市,8,15.358392,113.821528,22.66854479
MultiPoint ((113.85968392419108852 22.66363833697425179)),238400,7.359192,118.064,居住用地,广东省,深圳市,94,101.359192,113.8596839,22.66363834
MultiPoint ((113.8139200241130311 22.66655809605497751)),162382,7.360592,19.078,居住用地,广东省,深圳市,6,13.360592,113.81392,22.6665581
MultiPoint ((113.81997091222184793 22.6677384209242696)),169447,7.361292,240.492,居住用地,广东省,深圳市,4,11.361292,113.8199709,22.66773842
MultiPoint ((113.81425418634995594 22.66663091406479325)),162163,7.362592,62.759,居住用地,广东省,深圳市,6,13.362592,113.8142542,22.66663091
MultiPoint ((113.93479766745051052 22.68353050036456509)),306385,7.363792,94.478,居住用地,广东省,深圳市,49,56.363792,113.9347977,22.6835305
MultiPoint ((113.91693779341112247 22.67327917224025668)),287460,7.365092,282.548,居住用地,广东省,深圳市,45,52.365092,113.9169378,22.67327917
MultiPoint ((113.81446434739221729 22.66779674480035212)),162483,7.365492,241.049,居住用地,广东省,深圳市,3,10.365492,113.8144643,22.66779674
MultiPoint ((113.9123963128098751 22.65902882625049131)),282203,7.366992,68.437,居住用地,广东省,深圳市,40,47.366992,113.9123963,22.65902883
MultiPoint ((113.86393331987630972 22.66642849267811144)),245258,7.369792,22.697,居住用地,广东省,深圳市,51,58.369792,113.8639333,22.66642849
MultiPoint ((113.82100087179946968 22.65723058487146702)),173648,7.369992,161.255,居住用地,广东省,深圳市,1,8.369992,113.8210009,22.65723058
MultiPoint ((113.94545589447213274 22.67655082550156465)),314287,7.370392,28.679,居住用地,广东省,深圳市,48,55.370392,113.9454559,22.67655083
MultiPoint ((113.92856412266439747 22.65354873193240337)),40668,7.378192,125.82,居住用地,广东省,深圳市,40,47.378192,113.9285641,22.65354873
MultiPoint ((113.81093273408188793 22.66798674575872141)),157771,7.378192,226.415,医疗卫生用地,广东省,深圳市,2,9.378192,113.8109327,22.66798675
MultiPoint ((113.94729253070119057 22.67754059986454251)),315762,7.378792,106.889,居住用地,广东省,深圳市,48,55.378792,113.9472925,22.6775406
MultiPoint ((113.92063489746591642 22.69011731263102405)),290150,7.379792,17.267,居住用地,广东省,深圳市,37,44.379792,113.9206349,22.69011731
